slurm-841371.out:DATA, 3, (null), 15152.790000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17703.881000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17705.744000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17411.670000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17228.379000, 1, 1000
slurm-841371.out:DATA, 3, (null), 16909.393000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17100.409000, 1, 1000
slurm-841371.out:DATA, 3, (null), 15371.298000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17275.473000, 1, 1000
slurm-841371.out:DATA, 3, (null), 17491.380000, 1, 1000
slurm-841372.out:DATA, 3, (null), 10609.375000, 2, 1000
slurm-841372.out:DATA, 3, (null), 11057.781000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9567.839000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9687.202000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9923.708000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9659.587000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9574.638000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9425.982000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9391.021000, 2, 1000
slurm-841372.out:DATA, 3, (null), 9439.489000, 2, 1000
slurm-841373.out:DATA, 3, (null), 5220.157000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5472.770000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5031.909000, 4, 1000
slurm-841373.out:DATA, 3, (null), 6026.961000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5126.977000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5191.982000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5359.754000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5296.699000, 4, 1000
slurm-841373.out:DATA, 3, (null), 6194.781000, 4, 1000
slurm-841373.out:DATA, 3, (null), 5617.954000, 4, 1000
slurm-841374.out:DATA, 3, (null), 3599.507000, 8, 1000
slurm-841374.out:DATA, 3, (null), 3861.276000, 8, 1000
slurm-841374.out:DATA, 3, (null), 3266.045000, 8, 1000
slurm-841374.out:DATA, 3, (null), 2847.524000, 8, 1000
slurm-841374.out:DATA, 3, (null), 3324.806000, 8, 1000
slurm-841374.out:DATA, 3, (null), 4738.583000, 8, 1000
slurm-841374.out:DATA, 3, (null), 2891.437000, 8, 1000
slurm-841374.out:DATA, 3, (null), 3287.713000, 8, 1000
slurm-841374.out:DATA, 3, (null), 2893.468000, 8, 1000
slurm-841374.out:DATA, 3, (null), 4145.988000, 8, 1000
slurm-841375.out:DATA, 3, (null), 1438.909000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1428.344000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1700.097000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1583.294000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1554.738000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1540.056000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1480.356000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1824.148000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1486.410000, 16, 1000
slurm-841375.out:DATA, 3, (null), 1496.513000, 16, 1000
slurm-841377.out:DATA, 3, (null), 181705.110000, 1, 10000
slurm-841378.out:DATA, 3, (null), 98377.303000, 2, 10000
slurm-841378.out:DATA, 3, (null), 96871.355000, 2, 10000
slurm-841379.out:DATA, 3, (null), 44907.409000, 4, 10000
slurm-841379.out:DATA, 3, (null), 43185.742000, 4, 10000
slurm-841379.out:DATA, 3, (null), 44174.730000, 4, 10000
slurm-841379.out:DATA, 3, (null), 44113.171000, 4, 10000
slurm-841380.out:DATA, 3, (null), 25084.489000, 8, 10000
slurm-841380.out:DATA, 3, (null), 24886.460000, 8, 10000
slurm-841380.out:DATA, 3, (null), 24619.043000, 8, 10000
slurm-841380.out:DATA, 3, (null), 24083.699000, 8, 10000
slurm-841380.out:DATA, 3, (null), 23782.077000, 8, 10000
slurm-841380.out:DATA, 3, (null), 22871.797000, 8, 10000
slurm-841380.out:DATA, 3, (null), 22937.961000, 8, 10000
slurm-841380.out:DATA, 3, (null), 23249.005000, 8, 10000
slurm-841381.out:DATA, 3, (null), 12905.404000, 16, 10000
slurm-841381.out:DATA, 3, (null), 13435.906000, 16, 10000
slurm-841381.out:DATA, 3, (null), 12906.174000, 16, 10000
slurm-841381.out:DATA, 3, (null), 13050.701000, 16, 10000
slurm-841381.out:DATA, 3, (null), 12959.203000, 16, 10000
slurm-841381.out:DATA, 3, (null), 12949.347000, 16, 10000
slurm-841381.out:DATA, 3, (null), 13057.355000, 16, 10000
slurm-841381.out:DATA, 3, (null), 13009.676000, 16, 10000
slurm-841381.out:DATA, 3, (null), 12840.972000, 16, 10000
slurm-841381.out:DATA, 3, (null), 12732.447000, 16, 10000
slurm-841387.out:DATA, 3, (null), 130870.149000, 16, 100000
